,,open,high,low,close,,time,,vpin,cdfvpin,diff,date,datechar,,
6,2467,268.96,268.99,268.91,268.96,4.02E+06,13,0,0.2971,0.074508,0,2018/7/6 9:22,2018/7/6 9:22,,
6,2481,268.99,269.02,268.99,268.95,4.09E+06,8,0,0.28955,0.056945,-0.04,2018/7/6 9:37,2018/7/6 9:37,,
6,2490,268.96,269.07,269,269.05,4.00E+06,15,0,0.28786,0.055349,0.09,2018/7/6 9:46,2018/7/6 9:46,,
6,2506,269.06,269.11,269.06,269.07,4.05E+06,31,0,0.27726,0.047366,0.01,2018/7/6 10:04,2018/7/6 10:04,,
6,2538,269.1,269.09,269.08,269.09,4.01E+06,18,0,0.26669,0.040447,-0.01,2018/7/6 10:37,2018/7/6 10:37,,
6,2557,269.1,269.22,269.1,269.14,4.22E+06,15,0,0.25953,0.037254,0.04,2018/7/6 10:57,2018/7/6 10:57,,
6,2573,269.14,269.15,269.05,269.07,4.07E+06,20,0,0.25625,0.034061,-0.07,2018/7/6 11:13,2018/7/6 11:13,,
6,2594,269.1,269.15,269.08,269.11,3.99E+06,10,0,0.24648,0.02182,0.01,2018/7/6 13:34,2018/7/6 13:34,,
6,2605,269.13,269.18,269.13,269.13,4.13E+06,15,0,0.2353,0.015434,0,2018/7/6 13:45,2018/7/6 13:45,,
6,2621,269.15,269.15,269.13,269.14,4.16E+06,14,0,0.22546,0.013305,-0.01,2018/7/6 14:02,2018/7/6 14:02,,
6,2636,269.15,269.26,269.14,269.1,4.11E+06,12,0,0.22052,0.011176,-0.05,2018/7/6 14:17,2018/7/6 14:17,,
6,2649,269.2,269.21,269.08,269.2,4.11E+06,43,0,0.21008,0.007983,0,2018/7/6 14:30,2018/7/6 14:30,,
6,2693,269.2,269.27,269.04,269.22,4.13E+06,33,0,0.2021,0.0063864,0.02,2018/7/6 15:16,2018/7/6 15:16,,
6,2736,269.23,269.33,268.88,268.86,4.04E+06,30,0,0.22477,0.012773,-0.37,2018/7/6 20:20,2018/7/6 20:20,,
6,2767,268.89,269.25,268.91,269.21,4.10E+06,20,0,0.24481,0.019691,0.32,2018/7/6 20:51,2018/7/6 20:51,,
6,2788,269.24,269.28,269.24,269.25,4.73E+06,7,0,0.23459,0.014902,0.01,2018/7/6 21:12,2018/7/6 21:12,,
6,2796,269.25,269.25,268.83,268.86,3.99E+06,165,0,0.2577,0.035125,-0.39,2018/7/6 21:20,2018/7/6 21:20,,
7,2962,268.92,269.17,268.85,269.1,4.13E+06,66,0,0.26718,0.040979,0.18,2018/7/7 0:45,2018/7/7 0:45,,
9,3030,269.1,269.15,268.86,268.74,4.18E+06,35,0,0.28972,0.05801,-0.36,2018/7/9 9:16,2018/7/9 9:16,,
9,3066,268.72,268.96,268.74,268.86,4.15E+06,59,0,0.29498,0.068654,0.14,2018/7/9 9:53,2018/7/9 9:53,,
9,3126,268.86,268.97,268.87,268.96,4.07E+06,32,0,0.2958,0.07025,0.1,2018/7/9 11:03,2018/7/9 11:03,,
9,3159,268.97,269.15,268.95,269.15,4.44E+06,32,0,0.30551,0.09686,0.18,2018/7/9 13:40,2018/7/9 13:40,,
9,3192,269.15,269.21,269.1,269.18,4.02E+06,28,0,0.29837,0.078765,0.03,2018/7/9 14:17,2018/7/9 14:17,,
9,3221,269.18,269.5,268.95,269.42,4.21E+06,44,0,0.31299,0.12187,0.24,2018/7/9 14:49,2018/7/9 14:49,,
9,3276,269.42,269.49,269.4,269.4,4.02E+06,29,0,0.30452,0.094199,-0.02,2018/7/9 20:03,2018/7/9 20:03,,
9,3306,269.4,269.41,269.25,269.35,4.03E+06,36,0,0.29947,0.081426,-0.05,2018/7/9 20:34,2018/7/9 20:34,,
9,3343,269.35,269.46,269.25,269.2,4.06E+06,43,0,0.30519,0.096328,-0.15,2018/7/9 21:13,2018/7/9 21:13,,
9,3387,269.25,269.31,269.05,269.1,3.99E+06,71,0,0.31111,0.11602,-0.15,2018/7/9 22:01,2018/7/9 22:01,,
9,3459,269.1,269.16,268.68,268.79,3.99E+06,128,0,0.32944,0.17563,-0.31,2018/7/9 23:22,2018/7/9 23:22,,
10,3588,268.79,268.81,268.16,268.18,4.46E+06,26,0,0.35824,0.30122,-0.61,2018/7/10 2:08,2018/7/10 2:08,,
10,3616,268.2,268.35,268.25,268.33,4.32E+06,9,0,0.36073,0.31346,0.13,2018/7/10 9:08,2018/7/10 9:08,,
10,3626,268.35,268.39,268.31,268.28,4.23E+06,15,0,0.3561,0.29218,-0.07,2018/7/10 9:18,2018/7/10 9:18,,
10,3642,268.31,268.41,268.34,268.33,4.61E+06,12,0,0.34452,0.2347,0.02,2018/7/10 9:34,2018/7/10 9:34,,
10,3655,268.35,268.4,268.36,268.33,4.14E+06,3,0,0.33472,0.19319,-0.02,2018/7/10 9:47,2018/7/10 9:47,,
10,3659,268.4,268.4,268.4,268.31,4.06E+06,4,0,0.33304,0.1868,-0.09,2018/7/10 9:51,2018/7/10 9:51,,
10,3664,268.35,268.54,268.35,268.51,4.05E+06,24,0,0.33864,0.20596,0.16,2018/7/10 9:56,2018/7/10 9:56,,
10,3689,268.51,268.54,268.47,268.54,4.14E+06,13,0,0.32962,0.17669,0.03,2018/7/10 10:21,2018/7/10 10:21,,
10,3703,268.54,268.6,268.52,268.6,4.04E+06,15,0,0.32444,0.15593,0.06,2018/7/10 10:35,2018/7/10 10:35,,
10,3719,268.6,268.56,268.31,268.3,4.21E+06,33,0,0.34154,0.22033,-0.3,2018/7/10 10:54,2018/7/10 10:54,,
10,3753,268.29,268.35,268.22,268.2,4.06E+06,43,0,0.33938,0.20862,-0.09,2018/7/10 13:31,2018/7/10 13:31,,
10,3797,268.2,268.18,268.11,268.11,4.00E+06,19,0,0.33704,0.20011,-0.09,2018/7/10 14:16,2018/7/10 14:16,,
10,3817,268.11,268.33,267.75,267.81,4.23E+06,57,0,0.35419,0.2826,-0.3,2018/7/10 14:36,2018/7/10 14:36,,
10,3884,267.81,267.97,267.83,267.96,4.26E+06,19,0,0.3588,0.30442,0.15,2018/7/10 20:05,2018/7/10 20:05,,
10,3904,267.97,268.43,267.97,268.4,4.16E+06,30,0,0.38146,0.42682,0.43,2018/7/10 20:25,2018/7/10 20:25,,
10,3935,268.42,268.5,268.21,268.31,4.03E+06,82,0,0.38151,0.42735,-0.11,2018/7/10 20:56,2018/7/10 20:56,,
10,4018,268.36,269.2,268.24,268.91,4.35E+06,171,0,0.40793,0.58595,0.55,2018/7/10 22:23,2018/7/10 22:23,,
11,4191,269.2,269.26,269.03,268.93,4.01E+06,5,0,0.42181,0.66312,-0.27,2018/7/11 9:01,2018/7/11 9:01,,
11,4197,268.96,268.98,268.93,268.95,4.03E+06,5,0,0.41002,0.59659,-0.01,2018/7/11 9:07,2018/7/11 9:07,,
11,4203,268.95,268.84,268.78,268.78,4.14E+06,14,0,0.41557,0.63065,-0.17,2018/7/11 9:13,2018/7/11 9:13,,
11,4218,268.78,268.89,268.79,268.88,3.99E+06,9,0,0.41372,0.62161,0.1,2018/7/11 9:28,2018/7/11 9:28,,
11,4228,268.92,269.01,268.97,268.99,4.04E+06,7,0,0.40835,0.58701,0.07,2018/7/11 9:38,2018/7/11 9:38,,
11,4236,269.01,269.05,269.01,269.02,4.08E+06,12,0,0.39576,0.51091,0.01,2018/7/11 9:46,2018/7/11 9:46,,
11,4249,269.01,269.13,269.02,269.11,4.14E+06,15,0,0.39351,0.49601,0.1,2018/7/11 9:59,2018/7/11 9:59,,
11,4265,269.11,269.11,268.8,268.8,4.41E+06,44,0,0.41045,0.59979,-0.31,2018/7/11 10:16,2018/7/11 10:16,,
11,4310,268.8,268.95,268.81,268.94,4.20E+06,21,0,0.41189,0.60937,0.14,2018/7/11 11:06,2018/7/11 11:06,,
11,4332,268.91,269,268.83,268.83,4.04E+06,58,0,0.40666,0.57531,-0.08,2018/7/11 13:32,2018/7/11 13:32,,
11,4391,268.83,269.05,268.84,269.03,4.05E+06,47,0,0.41339,0.62001,0.2,2018/7/11 14:36,2018/7/11 14:36,,
11,4439,269.05,269.28,269,269.1,4.32E+06,31,0,0.40375,0.55721,0.05,2018/7/11 15:27,2018/7/11 15:27,,
11,4481,269.12,269.28,269.1,269.23,4.13E+06,46,0,0.40128,0.53965,0.11,2018/7/11 20:29,2018/7/11 20:29,,
11,4528,269.24,269.27,269.06,269.06,3.99E+06,40,0,0.40555,0.56786,-0.18,2018/7/11 21:16,2018/7/11 21:16,,
11,4569,269.1,269.1,268.6,268.81,4.12E+06,83,0,0.41833,0.64183,-0.29,2018/7/11 22:01,2018/7/11 22:01,,
11,4653,268.81,268.99,268.61,268.78,3.99E+06,123,0,0.40602,0.57105,-0.03,2018/7/11 23:32,2018/7/11 23:32,,
12,4777,268.82,268.9,268.63,268.78,4.21E+06,68,0,0.39418,0.50293,-0.04,2018/7/12 1:45,2018/7/12 1:45,,
12,4847,268.76,268.71,268.53,268.62,4.41E+06,47,0,0.39373,0.49814,-0.14,2018/7/12 9:32,2018/7/12 9:32,,
12,4895,268.62,268.63,268.53,268.53,4.00E+06,21,0,0.38833,0.4678,-0.09,2018/7/12 10:25,2018/7/12 10:25,,
12,4917,268.54,268.58,268.51,268.48,4.22E+06,47,0,0.37956,0.41565,-0.06,2018/7/12 10:47,2018/7/12 10:47,,
12,4965,268.46,268.45,268.25,268.25,4.08E+06,54,0,0.38621,0.45237,-0.21,2018/7/12 13:39,2018/7/12 13:39,,
12,5020,268.25,268.31,268.23,268.2,5.96E+06,16,0,0.37267,0.37254,-0.05,2018/7/12 14:36,2018/7/12 14:36,,
12,5037,268.2,268.16,268,268,4.01E+06,15,0,0.37881,0.41139,-0.2,2018/7/12 14:54,2018/7/12 14:54,,
12,5053,268,268.04,268,267.98,4.03E+06,14,0,0.36662,0.34646,-0.02,2018/7/12 15:10,2018/7/12 15:10,,
12,5068,267.99,268.01,267.93,267.91,4.65E+06,16,0,0.36071,0.31293,-0.08,2018/7/12 15:25,2018/7/12 15:25,,
12,5089,267.92,268.12,267.89,268,4.12E+06,38,0,0.35547,0.28739,0.08,2018/7/12 20:11,2018/7/12 20:11,,
12,5128,268.01,268.31,268.01,268.26,4.00E+06,17,0,0.36624,0.3438,0.25,2018/7/12 20:50,2018/7/12 20:50,,
12,5146,268.26,268.45,268.2,268.26,4.00E+06,161,0,0.35197,0.27036,0,2018/7/12 21:09,2018/7/12 21:09,,
13,5308,268.27,268.38,267.88,268.08,4.31E+06,150,0,0.35852,0.30176,-0.19,2018/7/13 0:35,2018/7/13 0:35,,
13,5460,268.08,268.14,267.91,267.92,3.99E+06,85,0,0.36148,0.31666,-0.16,2018/7/13 10:08,2018/7/13 10:08,,
13,5546,267.92,267.92,267.81,267.81,4.03E+06,22,0,0.35923,0.30655,-0.11,2018/7/13 14:02,2018/7/13 14:02,,
13,5569,267.82,267.86,267.82,267.8,4.18E+06,31,0,0.34665,0.24428,-0.02,2018/7/13 14:25,2018/7/13 14:25,,
13,5601,267.8,267.81,267.8,267.78,4.69E+06,2,0,0.33306,0.18733,-0.02,2018/7/13 14:58,2018/7/13 14:58,,
13,5604,267.8,267.81,267.71,267.68,4.00E+06,18,0,0.33274,0.18361,-0.12,2018/7/13 15:01,2018/7/13 15:01,,
13,5623,267.68,268.23,267.62,268.1,4.07E+06,49,0,0.35338,0.27834,0.42,2018/7/13 15:20,2018/7/13 15:20,,
13,5682,268.1,268.5,268.12,268.31,3.99E+06,30,0,0.36159,0.31825,0.21,2018/7/13 20:40,2018/7/13 20:40,,
13,5713,268.32,268.38,268.05,268.11,4.38E+06,61,0,0.37032,0.36402,-0.21,2018/7/13 21:11,2018/7/13 21:11,,
13,5775,268.14,268.28,268.04,268.04,3.99E+06,168,0,0.3674,0.35072,-0.1,2018/7/13 22:17,2018/7/13 22:17,,
14,5944,268.03,268.42,268.03,268.4,4.03E+06,72,0,0.38484,0.44651,0.37,2018/7/14 2:17,2018/7/14 2:17,,
16,6018,268.41,268.41,268.31,268.35,4.02E+06,35,0,0.37691,0.39489,-0.06,2018/7/16 10:09,2018/7/16 10:09,,
16,6054,268.34,268.34,268.26,268.32,4.03E+06,41,0,0.3646,0.33688,-0.02,2018/7/16 10:47,2018/7/16 10:47,,
16,6096,268.35,268.42,268.23,268.23,4.16E+06,51,0,0.36334,0.3289,-0.12,2018/7/16 13:46,2018/7/16 13:46,,
16,6148,268.24,268.24,268.05,268.04,4.55E+06,35,0,0.3705,0.36509,-0.2,2018/7/16 14:51,2018/7/16 14:51,,
16,6184,268.05,268.05,267.73,267.68,4.60E+06,31,0,0.39016,0.47472,-0.37,2018/7/16 15:30,2018/7/16 15:30,,
16,6226,267.68,267.79,267.64,267.74,4.69E+06,19,0,0.38078,0.4231,0.06,2018/7/16 20:32,2018/7/16 20:32,,
16,6246,267.75,267.78,267.77,267.73,4.36E+06,4,0,0.3673,0.34965,-0.02,2018/7/16 20:52,2018/7/16 20:52,,
16,6251,267.71,267.76,267.59,267.63,3.99E+06,26,0,0.36204,0.32038,-0.08,2018/7/16 20:57,2018/7/16 20:57,,
16,6278,267.62,267.7,267.53,267.5,5.67E+06,33,0,0.361,0.31559,-0.12,2018/7/16 21:24,2018/7/16 21:24,,
16,6312,267.5,267.63,267.45,267.43,4.00E+06,45,0,0.35527,0.28579,-0.07,2018/7/16 21:58,2018/7/16 21:58,,
16,6358,267.43,267.48,267.4,267.4,4.07E+06,31,0,0.34505,0.23736,-0.03,2018/7/16 22:47,2018/7/16 22:47,,
16,6390,267.43,267.55,267.35,267.35,4.20E+06,115,0,0.34093,0.2166,-0.08,2018/7/16 23:20,2018/7/16 23:20,,
17,6507,267.39,267.33,267.22,267.2,4.09E+06,14,0,0.34825,0.25173,-0.19,2018/7/17 9:03,2018/7/17 9:03,,
17,6522,267.21,267.2,267.11,267.1,4.14E+06,7,0,0.34741,0.24854,-0.11,2018/7/17 9:18,2018/7/17 9:18,,
17,6530,267.12,267.32,267.1,267.26,4.12E+06,33,0,0.3498,0.26131,0.14,2018/7/17 9:26,2018/7/17 9:26,,
17,6564,267.25,267.34,267.21,267.28,4.01E+06,66,0,0.34035,0.21554,0.03,2018/7/17 10:00,2018/7/17 10:00,,
17,6631,267.3,267.46,267.29,267.43,4.02E+06,48,0,0.34169,0.22193,0.13,2018/7/17 11:29,2018/7/17 11:29,,
17,6680,267.45,267.55,267.46,267.53,4.01E+06,27,0,0.33754,0.20224,0.08,2018/7/17 14:18,2018/7/17 14:18,,
17,6708,267.54,267.73,267.56,267.7,4.02E+06,27,0,0.34158,0.22086,0.16,2018/7/17 14:47,2018/7/17 14:47,,
17,6736,267.71,267.82,267.69,267.66,4.07E+06,16,0,0.3343,0.18893,-0.05,2018/7/17 15:15,2018/7/17 15:15,,
17,6760,267.59,267.9,267.48,267.52,4.05E+06,57,0,0.32948,0.17616,-0.07,2018/7/17 20:03,2018/7/17 20:03,,
17,6818,267.53,267.5,267.22,267.15,5.71E+06,8,0,0.35665,0.29324,-0.38,2018/7/17 21:03,2018/7/17 21:03,,
17,6827,267.16,267.2,267.2,267.15,4.39E+06,2,0,0.34387,0.2331,-0.01,2018/7/17 21:12,2018/7/17 21:12,,
17,6830,267.18,267.2,267.12,266.9,5.41E+06,3,0,0.36208,0.32092,-0.28,2018/7/17 21:15,2018/7/17 21:15,,
17,6834,266.9,266.86,266.51,266.3,4.03E+06,3,0,0.38495,0.44705,-0.6,2018/7/17 21:19,2018/7/17 21:19,,
17,6838,266.4,266.58,266.5,266.5,4.62E+06,8,0,0.38211,0.43321,0.1,2018/7/17 21:23,2018/7/17 21:23,,
17,6847,266.5,266.54,266.47,266.48,4.03E+06,22,0,0.37139,0.36775,-0.02,2018/7/17 21:32,2018/7/17 21:32,,
17,6870,266.48,266.8,266.39,266.3,4.37E+06,31,0,0.37749,0.39808,-0.18,2018/7/17 21:55,2018/7/17 21:55,,
17,6902,266.3,266.17,266.06,265.93,1.01E+07,4,0,0.41873,0.64449,-0.37,2018/7/17 22:27,2018/7/17 22:27,,
17,6907,265.91,265.98,265.95,265.88,4.67E+06,6,0,0.4069,0.57797,-0.03,2018/7/17 22:32,2018/7/17 22:32,,
17,6914,265.91,265.96,265.9,265.91,4.13E+06,7,0,0.39345,0.49494,0,2018/7/17 22:39,2018/7/17 22:39,,
17,6922,265.94,265.94,265.95,265.9,5.14E+06,1,0,0.3821,0.43268,-0.04,2018/7/17 22:47,2018/7/17 22:47,,
17,6924,265.9,265.9,265.9,265.9,5.22E+06,1,0,0.3657,0.34114,0,2018/7/17 22:49,2018/7/17 22:49,,
17,6926,265.9,265.89,265.9,265.81,4.99E+06,1,0,0.36169,0.31879,-0.09,2018/7/17 22:51,2018/7/17 22:51,,
17,6928,265.81,265.8,265.76,265.7,4.25E+06,2,0,0.36052,0.31187,-0.11,2018/7/17 22:53,2018/7/17 22:53,,
17,6931,265.76,265.63,265.62,265.6,4.35E+06,2,0,0.36408,0.33369,-0.16,2018/7/17 22:56,2018/7/17 22:56,,
17,6934,265.61,266.06,265.65,265.92,4.00E+06,67,0,0.37761,0.39968,0.31,2018/7/17 22:59,2018/7/17 22:59,,
18,7002,265.96,266.07,265.77,265.86,3.99E+06,70,0,0.3749,0.38212,-0.1,2018/7/18 0:11,2018/7/18 0:11,,
18,7073,265.87,266.04,265.8,265.81,4.46E+06,48,0,0.36768,0.35285,-0.06,2018/7/18 1:43,2018/7/18 1:43,,
18,7123,265.82,265.9,265.75,265.75,4.04E+06,21,0,0.36204,0.31932,-0.07,2018/7/18 9:24,2018/7/18 9:24,,
18,7145,265.76,265.76,265.57,265.58,3.99E+06,22,0,0.36688,0.34753,-0.18,2018/7/18 9:47,2018/7/18 9:47,,
18,7168,265.59,265.61,265.41,265.47,4.02E+06,72,0,0.36637,0.34486,-0.12,2018/7/18 10:11,2018/7/18 10:11,,
18,7241,265.47,265.57,265.22,265.19,4.04E+06,21,0,0.37853,0.40926,-0.28,2018/7/18 11:25,2018/7/18 11:25,,
18,7263,265.21,265.22,265.08,265.09,4.17E+06,25,0,0.37754,0.39915,-0.12,2018/7/18 13:47,2018/7/18 13:47,,
18,7289,265.14,265.15,265.05,265,4.07E+06,12,0,0.37824,0.40713,-0.14,2018/7/18 14:13,2018/7/18 14:13,,
18,7302,265,264.98,264.93,264.9,5.01E+06,5,0,0.37435,0.37786,-0.1,2018/7/18 14:26,2018/7/18 14:26,,
18,7308,264.91,265.15,264.86,265.13,4.08E+06,22,0,0.38228,0.43481,0.22,2018/7/18 14:32,2018/7/18 14:32,,
18,7331,265.15,265.26,265.15,265.2,4.01E+06,21,0,0.37438,0.37839,0.05,2018/7/18 14:55,2018/7/18 14:55,,
18,7353,265.2,265.61,265.08,265.5,4.82E+06,26,0,0.39033,0.47525,0.3,2018/7/18 15:19,2018/7/18 15:19,,
18,7388,265.56,265.75,265.5,265.69,4.67E+06,59,0,0.39039,0.47578,0.13,2018/7/18 20:16,2018/7/18 20:16,,
18,7448,265.73,265.83,265.7,265.83,4.29E+06,11,0,0.3877,0.46035,0.1,2018/7/18 21:18,2018/7/18 21:18,,
18,7460,265.83,265.86,265.38,265.7,4.02E+06,92,0,0.38806,0.46408,-0.13,2018/7/18 21:30,2018/7/18 21:30,,
18,7553,265.72,266.07,265.66,265.83,4.27E+06,185,0,0.38612,0.4513,0.11,2018/7/18 23:07,2018/7/18 23:07,,
19,7740,265.83,265.81,265.73,265.71,4.09E+06,13,0,0.38528,0.44864,-0.12,2018/7/19 9:09,2018/7/19 9:09,,
19,7754,265.75,265.97,265.79,265.97,4.28E+06,32,0,0.39383,0.4992,0.22,2018/7/19 9:23,2018/7/19 9:23,,
19,7787,265.97,266.09,265.97,266.05,4.01E+06,41,0,0.38939,0.47153,0.08,2018/7/19 10:00,2018/7/19 10:00,,
19,7829,266.08,266.22,266.06,266.22,4.35E+06,33,0,0.39086,0.47685,0.14,2018/7/19 10:44,2018/7/19 10:44,,
19,7863,266.22,266.27,266.02,265.99,4.03E+06,18,0,0.39966,0.53273,-0.23,2018/7/19 11:21,2018/7/19 11:21,,
19,7882,265.99,266.31,265.97,266.31,4.17E+06,62,0,0.41442,0.62427,0.32,2018/7/19 13:39,2018/7/19 13:39,,
19,7945,266.35,266.35,265.96,265.93,4.09E+06,30,0,0.43279,0.72539,-0.42,2018/7/19 14:42,2018/7/19 14:42,,
19,7976,265.95,266.12,265.65,265.6,4.39E+06,28,0,0.44909,0.79989,-0.35,2018/7/19 15:13,2018/7/19 15:13,,
19,8014,265.65,265.64,265.18,265.22,4.05E+06,34,0,0.46671,0.86323,-0.43,2018/7/19 20:11,2018/7/19 20:11,,
19,8049,265.23,265.8,265.25,265.71,4.01E+06,45,0,0.48504,0.9207,0.48,2018/7/19 20:46,2018/7/19 20:46,,
19,8095,265.71,265.95,265.66,265.68,3.99E+06,69,0,0.47273,0.88238,-0.03,2018/7/19 21:34,2018/7/19 21:34,,
19,8165,265.68,265.96,265.7,265.78,4.11E+06,93,0,0.46778,0.86535,0.1,2018/7/19 22:46,2018/7/19 22:46,,
20,8259,265.96,266.74,266.02,266.66,4.01E+06,31,0,0.48843,0.92975,0.7,2018/7/20 1:04,2018/7/20 1:04,,
20,8291,266.79,266.87,266.26,266.47,4.60E+06,62,0,0.50221,0.967,-0.32,2018/7/20 1:36,2018/7/20 1:36,,
20,8355,266.49,266.51,266.45,266.48,4.01E+06,17,0,0.48681,0.92709,-0.01,2018/7/20 9:12,2018/7/20 9:12,,
20,8373,266.51,266.91,266.53,266.88,4.23E+06,9,0,0.50201,0.96647,0.37,2018/7/20 9:30,2018/7/20 9:30,,
20,8383,266.91,266.92,266.8,266.8,4.21E+06,17,0,0.49695,0.95476,-0.11,2018/7/20 9:40,2018/7/20 9:40,,
20,8401,266.8,266.9,266.81,266.86,4.03E+06,4,0,0.48668,0.92549,0.06,2018/7/20 9:58,2018/7/20 9:58,,
20,8406,266.9,266.82,266.63,266.62,4.06E+06,14,0,0.49628,0.95423,-0.28,2018/7/20 10:03,2018/7/20 10:03,,
20,8421,266.66,266.86,266.73,266.8,4.05E+06,16,0,0.49457,0.94944,0.14,2018/7/20 10:18,2018/7/20 10:18,,
20,8438,266.82,266.82,266.76,266.76,4.02E+06,20,0,0.48412,0.91698,-0.06,2018/7/20 10:35,2018/7/20 10:35,,
20,8459,266.76,266.95,266.77,266.93,4.01E+06,36,0,0.48541,0.92177,0.17,2018/7/20 10:57,2018/7/20 10:57,,
20,8496,266.95,266.89,266.8,266.78,4.03E+06,28,0,0.48708,0.92815,-0.17,2018/7/20 13:37,2018/7/20 13:37,,
20,8525,266.8,266.92,266.81,266.85,4.07E+06,39,0,0.47588,0.89196,0.05,2018/7/20 14:06,2018/7/20 14:06,,
20,8565,266.85,267.16,266.85,267.11,4.00E+06,17,0,0.48467,0.91964,0.26,2018/7/20 14:47,2018/7/20 14:47,,
20,8583,267.16,267.65,266.99,267.61,4.01E+06,27,0,0.50232,0.96754,0.45,2018/7/20 15:05,2018/7/20 15:05,,
20,8621,267.65,267.7,267.46,267.64,4.27E+06,19,0,0.48573,0.92283,-0.01,2018/7/20 20:02,2018/7/20 20:02,,
20,8641,267.64,267.64,267.46,267.4,4.25E+06,6,0,0.49373,0.94625,-0.24,2018/7/20 20:23,2018/7/20 20:23,,
20,8648,267.46,268.16,267.5,268,4.27E+06,36,0,0.51414,0.9835,0.54,2018/7/20 20:30,2018/7/20 20:30,,
20,8685,268.14,268.12,267.76,267.76,4.07E+06,49,0,0.52885,0.99415,-0.38,2018/7/20 21:07,2018/7/20 21:07,,
20,8735,267.76,268.02,267.6,267.92,3.99E+06,183,0,0.52768,0.99361,0.16,2018/7/20 21:57,2018/7/20 21:57,,
21,8919,268.02,268.13,267.89,268.12,4.41E+06,50,0,0.51934,0.98723,0.1,2018/7/21 1:42,2018/7/21 1:42,,
23,8971,268.12,268.16,268.02,268.11,4.01E+06,21,0,0.50172,0.96541,-0.01,2018/7/23 9:06,2018/7/23 9:06,,
23,8993,268.11,268.25,268.12,268.12,4.12E+06,14,0,0.48393,0.91644,0.01,2018/7/23 9:28,2018/7/23 9:28,,
23,9008,268.13,268.21,268.14,268.16,4.02E+06,20,0,0.46938,0.87174,0.03,2018/7/23 9:43,2018/7/23 9:43,,
23,9029,268.17,268.29,268.17,268.28,4.04E+06,17,0,0.46389,0.85577,0.11,2018/7/23 10:04,2018/7/23 10:04,,
23,9047,268.28,268.33,268.28,268.32,4.02E+06,15,0,0.45047,0.80628,0.04,2018/7/23 10:23,2018/7/23 10:23,,
23,9063,268.32,268.34,268.28,268.32,4.13E+06,8,0,0.43199,0.719,0,2018/7/23 10:39,2018/7/23 10:39,,
23,9072,268.33,268.36,268.33,268.35,4.31E+06,14,0,0.4157,0.63225,0.02,2018/7/23 10:48,2018/7/23 10:48,,
23,9087,268.35,268.41,268.35,268.34,4.02E+06,27,0,0.39945,0.5306,-0.01,2018/7/23 11:03,2018/7/23 11:03,,
23,9115,268.36,268.4,268.25,268.25,4.35E+06,22,0,0.39476,0.50506,-0.11,2018/7/23 13:31,2018/7/23 13:31,,
23,9138,268.27,268.29,268.23,268.25,4.05E+06,12,0,0.38012,0.41778,-0.02,2018/7/23 13:54,2018/7/23 13:54,,
23,9151,268.28,268.28,268.26,268.26,4.46E+06,13,0,0.36451,0.33582,-0.02,2018/7/23 14:07,2018/7/23 14:07,,
23,9165,268.28,268.28,268.25,268.28,4.55E+06,23,0,0.34634,0.24321,0,2018/7/23 14:21,2018/7/23 14:21,,
23,9189,268.28,268.3,268.21,268.25,4.51E+06,30,0,0.33279,0.18414,-0.03,2018/7/23 14:45,2018/7/23 14:45,,
23,9220,268.29,268.8,268.27,268.78,4.28E+06,15,0,0.35398,0.28153,0.49,2018/7/23 15:16,2018/7/23 15:16,,
23,9244,268.8,268.95,268.82,268.81,3.99E+06,16,0,0.33935,0.20809,0.01,2018/7/23 20:01,2018/7/23 20:01,,
23,9261,268.82,268.88,268.62,268.62,4.20E+06,33,0,0.34508,0.23789,-0.2,2018/7/23 20:18,2018/7/23 20:18,,
23,9295,268.63,268.63,268.36,268.35,4.43E+06,14,0,0.35771,0.29856,-0.28,2018/7/23 20:52,2018/7/23 20:52,,
23,9310,268.36,268.36,268.22,268.35,4.05E+06,18,0,0.34272,0.22618,-0.01,2018/7/23 21:07,2018/7/23 21:07,,
23,9329,268.36,268.45,268.36,268.35,4.32E+06,23,0,0.32717,0.16764,-0.01,2018/7/23 21:26,2018/7/23 21:26,,
23,9353,268.35,268.37,268.26,268.25,4.02E+06,22,0,0.32278,0.15221,-0.1,2018/7/23 21:50,2018/7/23 21:50,,
23,9376,268.27,268.42,268.11,268.22,4.00E+06,186,0,0.31314,0.12241,-0.05,2018/7/23 22:14,2018/7/23 22:14,,
24,9563,268.26,268.45,268.15,268.4,4.26E+06,29,0,0.3134,0.12347,0.14,2018/7/24 2:06,2018/7/24 2:06,,
24,9594,268.4,268.52,268.34,268.5,4.24E+06,32,0,0.30928,0.10857,0.1,2018/7/24 9:17,2018/7/24 9:17,,
24,9627,268.55,268.54,268.5,268.5,4.07E+06,12,0,0.29983,0.082491,-0.05,2018/7/24 9:52,2018/7/24 9:52,,
24,9640,268.5,268.58,268.5,268.55,4.02E+06,31,0,0.29093,0.062267,0.05,2018/7/24 10:05,2018/7/24 10:05,,
24,9672,268.56,268.57,268.47,268.47,4.19E+06,19,0,0.287,0.054816,-0.09,2018/7/24 10:37,2018/7/24 10:37,,
24,9692,268.47,268.47,267.97,267.97,4.11E+06,37,0,0.30963,0.1107,-0.5,2018/7/24 10:57,2018/7/24 10:57,,
24,9730,268.02,268.07,268.01,268.05,3.99E+06,38,0,0.29949,0.081958,0.03,2018/7/24 13:39,2018/7/24 13:39,,
