hour,o,h,l,c,v,pin,cdfpin,diff
17,273.26,273.21,273.33,273.16,400000,0.29883051,0.177671068,-0.1
17,272.75,272.75,272.75,272.6,940000,0.348813789,0.361344538,-0.15
17,272.66,272.7,272.66,272.62,496000,0.349143909,0.362545018,-0.04
17,272.7,272.9,272.79,272.88,364000,0.369597614,0.400960384,0.18
17,272.86,272.9,272.85,272.75,502000,0.388988185,0.465786315,-0.11
17,272.75,272.83,272.77,272.7,418000,0.391745705,0.476590636,-0.05
17,272.7,272.66,272.73,272.65,382000,0.394653442,0.486194478,-0.05
17,272.66,272.7,272.7,272.66,332000,0.384979595,0.450180072,0
17,272.66,272.7,272.69,272.68,372000,0.379516932,0.43577431,0.02
17,272.73,272.8,272.72,272.71,324000,0.375396467,0.420168067,-0.02
17,272.72,272.72,272.66,272.49,1202000,0.439383579,0.620648259,-0.23
17,272.48,272.5,272.5,272.47,336000,0.431833932,0.603841537,-0.01
17,272.57,272.37,272.59,272.37,440000,0.454928452,0.662665066,-0.2
17,272.38,272.29,272.4,272.26,448000,0.472133889,0.704681873,-0.12
17,272.28,272.35,272.37,272.2,708000,0.484578607,0.734693878,-0.08
17,272.2,272.3,272.3,272.18,424000,0.477348628,0.716686675,-0.02
17,272.25,272.2,272.26,272.18,662000,0.485311478,0.738295318,-0.07
17,272.2,272.2,272.25,272.18,320000,0.480729909,0.725090036,-0.02
17,272.23,272.3,272.28,272.28,416000,0.482096468,0.732292917,0.05
17,272.26,272.33,272.33,272.23,392000,0.478154186,0.720288115,-0.03
17,272.33,272.26,272.28,272.15,736000,0.509963369,0.783913565,-0.18
17,272.18,272.17,272.17,272.14,422000,0.50774028,0.780312125,-0.04
17,272.16,272.28,272.22,272.12,724000,0.501120417,0.764705882,-0.04
17,272.15,272.33,272.24,272.27,390000,0.513879666,0.793517407,0.12
17,272.3,272.35,272.31,272.31,526000,0.498483489,0.757503001,0.01
17,272.32,272.3,272.32,272.25,456000,0.502880753,0.765906363,-0.07
17,272.3,272.23,272.25,272.18,526000,0.518110138,0.803121248,-0.12
17,272.19,272.2,272.2,272.18,378000,0.507211701,0.775510204,-0.01
17,272.19,272.39,272.19,272.3,408000,0.517951102,0.801920768,0.11
17,272.39,272.44,272.44,272.43,428000,0.513683891,0.792316927,0.04
17,272.43,272.45,272.43,272.4,418000,0.506715954,0.774309724,-0.03
17,272.45,272.41,272.34,272.36,324000,0.512890196,0.791116447,-0.09
17,272.39,272.58,272.4,272.55,332000,0.525886825,0.81032413,0.16
17,272.62,272.69,272.64,272.55,378000,0.528906958,0.817527011,-0.07
17,272.7,272.73,272.51,272.5,568000,0.55180147,0.859543818,-0.2
17,272.8,272.71,272.66,272.65,454000,0.567179699,0.881152461,-0.15
17,272.66,272.68,272.6,272.6,340000,0.567109822,0.878751501,-0.06
17,272.68,272.87,272.73,272.73,424000,0.563569932,0.87635054,0.05
17,272.88,273,272.7,272.63,346000,0.577654909,0.887154862,-0.25
17,272.7,272.7,272.51,272.55,348000,0.588776341,0.906362545,-0.15
17,272.55,272.83,272.62,272.8,410000,0.604609436,0.932773109,0.25
17,272.75,272.89,272.72,272.85,322000,0.609737468,0.93637455,0.1
17,272.83,272.85,272.71,272.85,340000,0.598120572,0.920768307,0.02
17,272.84,272.85,272.76,272.82,380000,0.584820486,0.897959184,-0.02
17,272.85,272.91,272.82,272.87,342000,0.572715963,0.883553421,0.02
17,272.91,272.95,272.91,272.93,356000,0.559946305,0.867947179,0.02
18,272.87,273,272.82,272.98,346000,0.566325309,0.87755102,0.11
18,273,273,272.9,272.95,342000,0.561380195,0.870348139,-0.05
18,272.98,273.08,272.95,273.01,328000,0.551490801,0.858343337,0.03
18,273.09,273.13,273.05,273.1,320000,0.536486926,0.836734694,0.01
18,273.13,273.25,273.1,273.18,390000,0.53086487,0.823529412,0.05
18,273.26,273.35,273.36,273.26,330000,0.512716039,0.788715486,0
18,273.35,273.43,273.43,273.3,360000,0.508423938,0.781512605,-0.05
18,273.43,273.4,273.35,273.34,324000,0.512587767,0.787515006,-0.09
18,273.35,273.35,273.21,273.24,326000,0.520201415,0.806722689,-0.11
18,273.25,273.28,273.12,273.15,336000,0.526783741,0.81272509,-0.1
18,273.11,273.28,273.15,273.2,340000,0.531580573,0.825930372,0.09
18,273.2,273.18,273.1,273,360000,0.547400706,0.851140456,-0.2
18,273,272.96,272.91,272.91,322000,0.551335648,0.857142857,-0.09
18,272.92,272.96,272.95,272.91,332000,0.534720935,0.831932773,-0.01
18,272.93,273.05,272.93,273.02,386000,0.539213744,0.840336134,0.09
18,273.07,273.05,273.01,273.02,328000,0.534957165,0.833133253,-0.05
18,273.02,273.02,272.95,272.95,324000,0.535294504,0.834333733,-0.07
18,272.95,273.06,273.02,273.05,422000,0.543874517,0.846338535,0.1
18,273.03,273.05,273.05,273.05,340000,0.530842845,0.822328932,0.02
18,273.05,273.09,273.05,272.95,410000,0.539711837,0.842737095,-0.1
18,272.95,273.08,272.95,273.05,344000,0.546787804,0.848739496,0.1
18,273.07,273.1,273,273.06,454000,0.524862476,0.809123649,-0.01
18,273.1,273.05,273,273.02,340000,0.527921028,0.816326531,-0.08
18,273.03,273.08,273.04,273.01,340000,0.514480134,0.797118848,-0.02
18,273.01,273.05,273,273.04,370000,0.503234829,0.767106843,0.03
18,273.05,273.07,273.02,273,476000,0.498286044,0.756302521,-0.05
18,273.02,273.02,272.98,272.97,342000,0.49447546,0.74789916,-0.05
18,272.98,273.01,272.97,272.98,330000,0.475681508,0.713085234,0
18,273.03,273.05,273.03,272.96,396000,0.477879682,0.719087635,-0.07
18,273.02,273.02,272.99,272.99,388000,0.466978497,0.693877551,-0.03
18,272.91,272.93,272.91,272.9,400000,0.448798553,0.643457383,-0.01
18,272.9,272.87,272.9,272.82,360000,0.45352479,0.659063625,-0.08
18,272.84,272.88,272.85,272.86,418000,0.438909251,0.618247299,0.02
18,272.87,272.89,272.87,272.85,322000,0.427560766,0.593037215,-0.02
18,272.85,272.86,272.85,272.85,534000,0.400990553,0.511404562,0
18,272.85,272.9,272.85,272.9,590000,0.398835807,0.50060024,0.05
18,272.9,273.09,272.95,273.07,350000,0.415281246,0.56542617,0.17
18,273.09,273.1,273.1,273.07,498000,0.400600265,0.509003601,-0.02
18,273.1,273.15,273.15,273.15,342000,0.398539544,0.49939976,0.05
18,273.16,273.19,273.08,273.05,374000,0.410808149,0.549819928,-0.11
18,273.08,273.13,273.13,273.1,368000,0.40046569,0.507803121,0.02
18,273.13,273.25,273.25,273.13,534000,0.377383931,0.430972389,0
18,273.28,273.3,273.33,273.28,438000,0.358888219,0.381752701,0
18,273.3,273.32,273.34,273.27,458000,0.352428508,0.367346939,-0.03
18,273.25,273.3,273.3,273.25,388000,0.337219298,0.318127251,0
18,273.29,273.28,273.3,273.27,522000,0.327472092,0.280912365,-0.02
18,273.28,273.3,273.32,273.27,504000,0.314444083,0.237695078,-0.01
18,273.29,273.27,273.29,273.22,416000,0.322500491,0.264105642,-0.07
18,273.31,273.29,273.25,273.22,356000,0.332986784,0.301320528,-0.09
18,273.22,273.26,273.22,273.21,416000,0.321512224,0.258103241,-0.01
18,273.26,273.29,273.2,273.16,360000,0.333640654,0.306122449,-0.1
18,273.2,273.23,273.25,273.23,332000,0.329686373,0.286914766,0.03
18,273.22,273.18,273.18,273.15,650000,0.34218723,0.339735894,-0.07
18,273.15,273.25,273.2,273.19,390000,0.340698496,0.333733493,0.04
18,273.22,273.25,273.25,273.22,430000,0.325290684,0.273709484,0
18,273.25,273.3,273.3,273.22,536000,0.320130479,0.253301321,-0.03
18,273.22,273.25,273.22,273.18,326000,0.318573166,0.25090036,-0.04
18,273.17,273.18,273.15,273.09,352000,0.326407257,0.276110444,-0.08
18,273.09,273.01,273.01,273,462000,0.33972367,0.326530612,-0.09
18,273,273.03,273.01,273.02,332000,0.333157961,0.302521008,0.02
18,273.03,273.1,273.03,273.04,334000,0.324092484,0.270108043,0.01
18,273.1,273.04,273,273,348000,0.336221539,0.31452581,-0.1
18,273.04,273.7,273.03,273.7,374000,0.359327213,0.382953181,0.66
18,273.71,273.74,273.85,273.71,456000,0.343755089,0.344537815,0
18,273.74,273.78,273.82,273.74,340000,0.332117207,0.296518607,0
18,273.8,273.82,273.88,273.78,474000,0.324550663,0.271308523,-0.02
18,273.82,273.86,273.85,273.82,596000,0.305969813,0.208883553,0
18,273.85,273.83,273.85,273.81,396000,0.306471665,0.212484994,-0.04
18,273.8,273.78,273.78,273.77,350000,0.304467576,0.200480192,-0.03
18,273.77,273.82,273.8,273.76,844000,0.287388825,0.136854742,-0.01
18,273.83,273.91,273.91,273.82,408000,0.279479043,0.116446579,-0.01
18,273.92,273.97,273.99,273.92,404000,0.268837128,0.099639856,0
18,273.97,273.96,273.98,273.95,354000,0.26499603,0.094837935,-0.02
18,273.96,274,274,273.96,504000,0.252271061,0.076830732,0
18,273.99,274.02,274,273.98,638000,0.242009051,0.057623049,-0.01
18,274.02,274.15,274.05,274.02,380000,0.23267767,0.036014406,0
18,274.1,274.15,274.15,274.1,340000,0.224383562,0.026410564,0
18,274.17,274.2,274.18,274.17,672000,0.209898965,0.010804322,0
18,274.19,274.24,274.26,274.23,410000,0.212939407,0.013205282,0.04
18,274.24,274.3,274.3,274.24,350000,0.204932038,0.004801921,0
18,274.3,274.3,274.3,274.29,356000,0.199646565,0.00120048,-0.01
18,274.3,274.23,274.23,274.12,328000,0.220157088,0.021608643,-0.18
18,274.12,274.14,274.23,274.12,372000,0.211569046,0.012004802,0
18,274.15,274.18,274.14,274.05,518000,0.234299866,0.039615846,-0.1
18,274.14,274.11,274.12,274.08,358000,0.241623988,0.051620648,-0.06
18,274.11,274.07,274.1,274.04,454000,0.25354151,0.078031212,-0.07
18,274.08,274.08,274.08,274.07,362000,0.247363737,0.067226891,-0.01
18,274.08,274,273.91,273.86,550000,0.283515897,0.128451381,-0.22
18,273.92,273.99,273.96,273.91,346000,0.277573066,0.114045618,-0.01
18,273.99,273.99,274,273.92,450000,0.289203922,0.150060024,-0.07
18,273.95,274.14,274.04,274.1,510000,0.318030734,0.24969988,0.15
18,274.12,274.18,274.17,274.1,344000,0.314780682,0.238895558,-0.02
18,274.1,274.18,274.17,274.14,706000,0.317210205,0.244897959,0.04
18,274.14,274.08,274.08,273.96,448000,0.343085929,0.343337335,-0.18
18,274.08,274.09,274.05,274.01,348000,0.350917559,0.363745498,-0.07
18,274.05,274.1,274.05,274.07,338000,0.346637255,0.355342137,0.02
18,274.1,274.15,274.07,274.08,358000,0.341919074,0.338535414,-0.02
18,274.1,274.16,274.08,274.08,346000,0.337192752,0.316926771,-0.02
18,274.18,274.2,274.15,274.1,556000,0.352057287,0.366146459,-0.08
18,274.19,274.37,274.18,274.24,1008000,0.358785678,0.380552221,0.05
18,274.38,274.4,274.43,274.35,526000,0.35534022,0.37334934,-0.03
18,274.45,274.34,274.34,274.29,384000,0.37520575,0.417767107,-0.16
18,274.2,274.24,274.18,274.17,388000,0.372896009,0.412965186,-0.03
18,274.17,274.2,274.11,273.8,582000,0.405725161,0.527010804,-0.37
18,273.84,273.69,273.84,273.45,850000,0.449582326,0.645858343,-0.39
18,273.7,273.8,273.7,273.66,382000,0.448943323,0.644657863,-0.04
18,273.89,273.98,273.89,273.8,400000,0.459252773,0.681872749,-0.09
18,273.84,273.94,273.85,273.88,346000,0.458710916,0.680672269,0.04
18,273.88,274.02,273.85,274,544000,0.477778703,0.717887155,0.12
18,274.02,274.09,274.03,274.05,350000,0.4749804,0.709483794,0.03
18,274.02,274.13,274.02,274.08,328000,0.478945005,0.721488595,0.06
18,274.1,274.1,273.95,274.03,330000,0.484689249,0.737094838,-0.07
18,274.02,274.02,273.82,273.78,348000,0.503841658,0.768307323,-0.24
18,273.78,273.81,273.76,273.65,342000,0.518793012,0.805522209,-0.13
18,273.81,273.79,273.76,273.6,388000,0.539207587,0.839135654,-0.21
18,273.79,273.66,273.6,273.52,462000,0.562694385,0.87515006,-0.27
18,273.56,273.78,273.64,273.72,382000,0.579990623,0.891956783,0.16
18,273.76,273.85,273.73,273.85,318000,0.587848911,0.902761104,0.09
18,273.81,273.83,273.71,273.71,320000,0.597150092,0.919567827,-0.1
19,273.7,273.79,273.63,273.7,318000,0.585163128,0.899159664,0
19,273.69,273.9,273.69,273.83,326000,0.598450331,0.923169268,0.14
19,273.83,273.87,273.7,273.75,324000,0.603664761,0.931572629,-0.08
19,273.74,273.81,273.73,273.76,328000,0.594702985,0.914765906,0.02
19,273.74,273.8,273.7,273.59,324000,0.608145472,0.93517407,-0.15
19,273.7,273.67,273.64,273.63,414000,0.609947894,0.93757503,-0.07
19,273.66,273.64,273.64,273.61,550000,0.603164045,0.929171669,-0.05
19,273.62,273.61,273.63,273.6,490000,0.586135634,0.900360144,-0.02
19,273.62,273.6,273.61,273.58,358000,0.579836664,0.890756303,-0.04
19,273.6,273.62,273.61,273.6,470000,0.555417381,0.865546218,0
19,273.61,273.59,273.61,273.55,448000,0.553219048,0.863145258,-0.06
19,273.55,273.53,273.53,273.5,492000,0.547121593,0.849939976,-0.05
19,273.5,273.52,273.5,273.48,466000,0.530677691,0.819927971,-0.02
19,273.5,273.52,273.5,273.48,534000,0.512766533,0.789915966,-0.02
19,273.52,273.52,273.52,273.48,318000,0.506530873,0.773109244,-0.04
19,273.5,273.5,273.5,273.45,550000,0.500958678,0.762304922,-0.05
19,273.52,273.54,273.52,273.52,350000,0.483494858,0.733493397,0
19,273.54,273.55,273.55,273.54,372000,0.465175319,0.692677071,0
19,273.55,273.6,273.57,273.58,320000,0.456697797,0.668667467,0.03
19,273.6,273.63,273.55,273.53,368000,0.458314989,0.678271309,-0.07
19,273.55,273.62,273.62,273.61,438000,0.457467198,0.673469388,0.06
19,273.62,273.65,273.65,273.6,332000,0.44629351,0.636254502,-0.02
19,273.68,273.69,273.6,273.59,600000,0.457356187,0.671068427,-0.09
19,273.6,273.6,273.6,273.57,612000,0.44414167,0.631452581,-0.03
19,273.6,273.59,273.57,273.57,426000,0.434423849,0.607442977,-0.03
19,273.59,273.68,273.59,273.6,592000,0.413515034,0.554621849,0.01
19,273.6,273.65,273.65,273.6,384000,0.396410154,0.488595438,0
19,273.6,273.61,273.6,273.59,476000,0.379901531,0.44057623,-0.01
19,273.58,273.57,273.6,273.57,566000,0.36138798,0.385354142,-0.01
19,273.57,273.6,273.59,273.58,520000,0.344509623,0.348139256,0.01
19,273.6,273.6,273.6,273.58,520000,0.332376114,0.297719088,-0.02
19,273.59,273.58,273.59,273.58,486000,0.317443433,0.246098439,-0.01
19,273.58,273.6,273.6,273.57,566000,0.30129021,0.18487395,-0.01
19,273.59,273.6,273.59,273.58,400000,0.289028198,0.148859544,-0.01
19,273.59,273.7,273.61,273.6,734000,0.271402666,0.105642257,0.01
19,273.72,273.7,273.71,273.7,352000,0.26374152,0.088835534,-0.02
19,273.71,273.75,273.75,273.7,528000,0.251965965,0.075630252,-0.01
19,273.76,273.75,273.65,273.65,450000,0.267911107,0.098439376,-0.11
19,273.68,273.68,273.6,273.58,394000,0.279832972,0.118847539,-0.1
19,273.63,273.66,273.63,273.65,692000,0.270363213,0.103241297,0.02
19,273.66,273.64,273.66,273.55,474000,0.287172569,0.135654262,-0.11
19,273.6,273.6,273.6,273.55,328000,0.287882525,0.141656663,-0.05
19,273.6,273.67,273.67,273.65,360000,0.288994182,0.147659064,0.05
19,273.65,273.68,273.64,273.6,502000,0.291709938,0.157262905,-0.05
19,273.64,273.7,273.64,273.68,468000,0.291300974,0.156062425,0.04
19,273.7,273.73,273.7,273.68,480000,0.284557693,0.129651861,-0.02
19,273.74,273.78,273.74,273.76,382000,0.279257631,0.115246098,0.02
19,273.78,273.78,273.78,273.68,328000,0.290459313,0.152460984,-0.1
19,273.71,273.84,273.78,273.8,384000,0.302419584,0.18847539,0.09
19,273.8,273.84,273.8,273.78,320000,0.29853489,0.176470588,-0.02
19,273.78,273.8,273.7,273.61,830000,0.342784112,0.342136855,-0.17
19,273.63,273.68,273.66,273.65,350000,0.338268262,0.321728691,0.02
19,273.65,273.68,273.66,273.64,334000,0.331826808,0.292917167,-0.01
19,273.65,273.65,273.65,273.63,384000,0.32737673,0.279711885,-0.02
19,273.63,273.7,273.67,273.68,418000,0.331199331,0.291716687,0.05
19,273.67,273.7,273.64,273.62,350000,0.334822356,0.31092437,-0.05
19,273.62,273.7,273.63,273.62,322000,0.326628017,0.277310924,0
19,273.64,273.65,273.64,273.63,320000,0.32106105,0.254501801,-0.01
19,273.65,273.65,273.65,273.65,526000,0.307155634,0.216086435,0
19,273.69,273.72,273.68,273.67,334000,0.303957182,0.198079232,-0.02
19,273.69,273.68,273.68,273.64,428000,0.308756159,0.219687875,-0.05
19,273.68,273.76,273.73,273.75,332000,0.316967897,0.243697479,0.07
19,273.78,273.83,273.78,273.8,412000,0.312635288,0.234093637,0.02
19,273.84,273.85,273.87,273.83,410000,0.305065383,0.202881152,-0.01
19,273.85,273.92,273.94,273.9,328000,0.309004148,0.222088836,0.05
19,273.93,274.01,273.93,273.93,452000,0.296852071,0.172869148,0
19,274.01,274,274,273.92,536000,0.315946486,0.241296519,-0.09
19,273.99,273.96,273.95,273.93,402000,0.323101207,0.265306122,-0.06
19,273.96,274,274.02,273.96,342000,0.313621262,0.236494598,0
19,274,273.98,273.98,273.93,350000,0.322075289,0.260504202,-0.07
19,273.97,273.98,273.98,273.98,358000,0.315053064,0.240096038,0.01
19,273.98,274,273.98,273.99,462000,0.306063542,0.210084034,0.01
19,274.02,274.08,274.05,274.05,352000,0.305071283,0.204081633,0.03
19,274.05,274.06,274.01,274,534000,0.311674611,0.229291717,-0.05
19,274.05,274.04,274.04,274,512000,0.317795152,0.2484994,-0.05
19,274,274,273.96,273.99,478000,0.308789114,0.220888355,-0.01
19,273.99,274,273.98,273.96,322000,0.30806096,0.218487395,-0.03
19,273.99,274.03,274,274.01,318000,0.304598511,0.201680672,0.02
19,274.03,274.1,274.06,274.06,506000,0.302706064,0.190876351,0.03
19,274.1,274.05,273.82,273.78,488000,0.33463964,0.30972389,-0.32
19,273.88,273.8,273.81,273.75,364000,0.352725321,0.37214886,-0.13
19,273.8,273.8,273.78,273.69,384000,0.368745388,0.397358944,-0.11
19,273.69,273.66,273.66,273.61,408000,0.3793209,0.43457383,-0.08
19,273.64,273.72,273.66,273.7,340000,0.3836916,0.446578631,0.06
19,273.7,273.78,273.71,273.34,1076000,0.444025879,0.629051621,-0.36
19,273.45,273.38,273.39,273.33,374000,0.457867075,0.675870348,-0.12
19,273.38,273.35,273.4,273.33,366000,0.458003507,0.677070828,-0.05
19,273.36,273.4,273.38,273.36,484000,0.439095103,0.619447779,0
19,273.36,273.49,273.4,273.4,360000,0.436927965,0.614645858,0.04
19,273.46,273.73,273.49,273.56,324000,0.446900254,0.639855942,0.1
19,273.66,273.58,273.53,273.39,442000,0.470404063,0.702280912,-0.27
19,273.4,273.53,273.48,273.5,352000,0.480704474,0.723889556,0.1
19,273.5,273.82,273.53,273.68,320000,0.496916191,0.753901561,0.18
19,273.66,273.68,273.51,273.56,320000,0.506351502,0.771908764,-0.1
19,273.6,273.51,273.5,273.4,410000,0.526965399,0.81392557,-0.2
19,273.37,273.55,273.42,273.37,392000,0.510415412,0.785114046,0
19,273.51,273.54,273.46,273.43,342000,0.516366459,0.799519808,-0.08
19,273.5,273.4,273.4,273.36,388000,0.53194754,0.827130852,-0.14
19,273.41,273.4,273.37,273.31,436000,0.542835596,0.843937575,-0.1
19,273.35,273.56,273.42,273.43,574000,0.550094024,0.855942377,0.08
19,273.45,273.61,273.46,273.43,646000,0.530839365,0.821128451,-0.02
19,273.43,273.45,273.4,273.34,364000,0.539071408,0.837935174,-0.09
19,273.4,273.61,273.4,273.4,326000,0.526112019,0.81152461,0
19,273.5,273.55,273.41,273.32,612000,0.552713198,0.861944778,-0.18
19,273.31,273.36,273.3,273.27,346000,0.549105952,0.853541417,-0.04
19,273.28,273.38,273.28,273.21,548000,0.552559791,0.860744298,-0.07
19,273.2,273.24,273.27,273.17,362000,0.545917568,0.847539016,-0.03
19,273.18,273.28,273.22,273.15,464000,0.536465652,0.835534214,-0.03
19,273.2,273.23,273.14,273.16,328000,0.532854002,0.829531813,-0.04
19,273.24,273.25,273.24,273.15,362000,0.539444665,0.841536615,-0.09
19,273.15,273.1,273.1,272.95,910000,0.575814656,0.884753902,-0.2
19,272.95,272.86,272.97,272.8,530000,0.59309367,0.911164466,-0.15
19,272.88,273.02,272.99,272.8,598000,0.597034297,0.918367347,-0.08
19,272.88,273.19,273.02,273,426000,0.607323159,0.933973589,0.12
19,273,273.09,272.96,272.88,348000,0.615792575,0.944777911,-0.12
19,272.89,272.95,272.94,272.9,320000,0.603294582,0.930372149,0.01
19,272.97,272.99,272.89,272.83,350000,0.613464498,0.943577431,-0.14
19,272.91,272.9,272.83,272.8,378000,0.620850471,0.950780312,-0.11
19,272.8,272.77,272.78,272.72,332000,0.622958881,0.953181273,-0.08
19,272.75,272.75,272.82,272.5,1482000,0.669813846,0.975990396,-0.25
19,272.6,272.65,272.66,272.54,410000,0.666225466,0.971188475,-0.06
19,272.51,272.61,272.66,272.5,326000,0.652651703,0.965186074,-0.01
19,272.62,272.55,272.59,272.53,398000,0.654982833,0.966386555,-0.09
19,272.55,272.5,272.55,272.5,498000,0.646442848,0.960384154,-0.05
19,272.5,272.7,272.59,272.59,334000,0.648330679,0.962785114,0.09
19,272.74,272.72,272.6,272.59,366000,0.657062527,0.967587035,-0.15
19,272.65,272.86,272.69,272.85,358000,0.667332762,0.973589436,0.2
20,272.86,273.06,272.86,273,324000,0.673784732,0.978391357,0.14
20,273,273.3,272.94,273.05,514000,0.662888492,0.969987995,0.05
20,273.33,273.12,273.1,273.01,322000,0.672235578,0.977190876,-0.32
20,273.01,273.3,273.01,273.27,358000,0.682767821,0.990396158,0.26
20,273.35,273.45,273.27,273.34,322000,0.66646946,0.972388956,-0.01
20,273.39,273.59,273.36,273.56,318000,0.674680585,0.980792317,0.17
20,273.59,273.59,273.24,273.46,322000,0.680307239,0.986794718,-0.13
20,273.46,273.46,273.2,273.2,342000,0.690808114,0.992797119,-0.26
20,273.19,273.2,273.12,273.1,326000,0.691873721,0.993997599,-0.09
20,273.1,273.1,273.06,273.06,328000,0.682728585,0.989195678,-0.04
20,273.06,273,272.88,272.81,392000,0.69544644,0.996398559,-0.25
20,272.8,272.79,272.78,272.72,354000,0.693906115,0.995198079,-0.08
20,272.78,272.8,272.8,272.78,380000,0.669685192,0.974789916,0
20,272.8,272.86,272.79,272.75,382000,0.660778312,0.968787515,-0.05
20,272.78,272.8,272.78,272.75,378000,0.646621116,0.961584634,-0.03
20,272.75,272.75,272.75,272.75,374000,0.623561705,0.954381753,0
20,272.75,272.75,272.75,272.65,564000,0.628955775,0.956782713,-0.1
20,272.65,272.74,272.73,272.73,452000,0.628589564,0.955582233,0.08
20,272.74,272.75,272.75,272.71,358000,0.616243746,0.945978391,-0.03
20,272.73,272.75,272.75,272.75,366000,0.60028868,0.925570228,0.02
20,272.75,272.79,272.79,272.73,386000,0.583656038,0.896758703,-0.02
20,272.74,272.74,272.74,272.74,372000,0.561683026,0.87394958,0
20,272.74,272.75,272.74,272.71,398000,0.548604753,0.852340936,-0.03
20,272.75,272.76,272.74,272.74,390000,0.52948987,0.818727491,-0.01
20,272.74,272.75,272.74,272.69,410000,0.522475149,0.807923169,-0.05
20,272.7,272.74,272.7,272.74,330000,0.513899255,0.794717887,0.04
20,272.73,272.73,272.73,272.69,360000,0.504455533,0.769507803,-0.04
20,272.69,272.71,272.69,272.68,408000,0.484635117,0.735894358,-0.01
20,272.68,272.7,272.7,272.62,322000,0.4812038,0.729891957,-0.06
20,272.67,272.65,272.63,272.6,464000,0.481091572,0.728691477,-0.07
20,272.6,272.69,272.64,272.62,318000,0.467346926,0.697478992,0.02
20,272.62,272.63,272.6,272.58,388000,0.457827615,0.674669868,-0.04
20,272.6,272.6,272.59,272.57,320000,0.446377464,0.637454982,-0.03
20,272.57,272.67,272.6,272.63,350000,0.442764842,0.62665066,0.06
20,272.68,272.68,272.64,272.58,546000,0.454157067,0.661464586,-0.1
20,272.63,272.61,272.61,272.59,402000,0.445829876,0.635054022,-0.04
20,272.61,272.66,272.61,272.62,386000,0.428127473,0.594237695,0.01
20,272.66,272.7,272.65,272.63,330000,0.418553504,0.573829532,-0.03
20,272.66,272.74,272.68,272.61,362000,0.414614249,0.56062425,-0.05
20,272.65,272.73,272.65,272.66,328000,0.399284487,0.5030012,0.01
20,272.73,272.73,272.72,272.7,370000,0.38951852,0.466986795,-0.03
20,272.7,272.7,272.7,272.66,322000,0.383428923,0.444177671,-0.04
20,272.69,272.69,272.65,272.65,384000,0.377190824,0.429771909,-0.04
20,272.65,272.7,272.68,272.68,356000,0.369957018,0.403361345,0.03
20,272.7,272.65,272.65,272.63,462000,0.376055472,0.423769508,-0.07
20,272.65,272.75,272.7,272.68,324000,0.369050846,0.398559424,0.03
20,272.72,272.7,272.65,272.6,438000,0.386166126,0.457382953,-0.12
20,272.62,272.62,272.6,272.55,340000,0.389567628,0.469387755,-0.07
20,272.6,272.65,272.6,272.6,350000,0.372936403,0.414165666,0
20,272.64,272.64,272.62,272.55,578000,0.388460786,0.464585834,-0.09
20,272.58,272.6,272.55,272.53,974000,0.389526421,0.468187275,-0.05
20,272.59,272.65,272.6,272.6,368000,0.377511907,0.432172869,0.01
20,272.69,272.81,272.69,272.8,654000,0.400303954,0.506602641,0.11
20,272.81,272.8,272.8,272.76,340000,0.400090658,0.505402161,-0.05
20,272.8,272.8,272.76,272.8,390000,0.384990804,0.451380552,0
20,272.78,272.8,272.8,272.78,324000,0.372297552,0.409363745,0
20,272.8,272.8,272.77,272.76,348000,0.370462563,0.406962785,-0.04
20,272.8,272.83,272.82,272.8,408000,0.35553704,0.37454982,0
20,272.81,272.8,272.78,272.8,342000,0.34636476,0.354141657,-0.01
20,272.8,272.82,272.82,272.79,520000,0.333246767,0.303721489,-0.01
20,272.85,272.85,272.85,272.82,348000,0.330156786,0.288115246,-0.03
20,272.85,272.81,272.79,272.8,322000,0.332670605,0.298919568,-0.05
20,272.8,272.83,272.8,272.8,324000,0.322302324,0.261704682,0
20,272.83,272.9,272.83,272.89,362000,0.327829512,0.282112845,0.06
20,272.9,272.91,272.89,272.88,412000,0.321464856,0.256902761,-0.02
20,272.92,272.88,272.88,272.85,418000,0.330662275,0.290516206,-0.07
20,272.86,272.75,272.75,272.67,416000,0.355682828,0.3757503,-0.19
20,272.7,272.69,272.68,272.6,388000,0.370117101,0.405762305,-0.1
20,272.6,273.04,272.6,272.88,380000,0.3942298,0.480192077,0.28
20,273.04,273.1,273.03,273.03,328000,0.385751538,0.454981993,-0.01
20,273.03,273.05,272.97,272.99,346000,0.385248883,0.452581032,-0.04
20,273.04,273,272.9,272.95,354000,0.396357182,0.487394958,-0.09
20,272.95,272.94,272.73,272.72,346000,0.417541975,0.569027611,-0.23
20,272.73,272.79,272.71,272.62,470000,0.435153625,0.609843938,-0.11
20,272.62,272.57,272.55,272.33,1030000,0.490113653,0.743097239,-0.29
20,272.32,272.49,272.49,272.3,456000,0.479009357,0.722689076,-0.02
20,272.49,272.48,272.47,272.36,476000,0.496981874,0.755102041,-0.13
20,272.4,272.38,272.42,272.35,320000,0.496840034,0.75270108,-0.05
20,272.38,272.49,272.43,272.43,376000,0.496018707,0.7515006,0.05
20,272.47,272.5,272.44,272.36,358000,0.507255386,0.776710684,-0.11
20,272.41,272.49,272.42,272.3,930000,0.531410293,0.824729892,-0.11
20,272.32,272.26,272.34,272.26,406000,0.532384176,0.828331333,-0.06
20,272.25,272.2,272.28,272.14,394000,0.543260513,0.845138055,-0.11
